"number","eventid","iyear","imonth","iday","nkill","nwound","country_txt"
"1701",201412080079,2014,12,8,0,0,"Yemen"
"1702",201412080080,2014,12,8,0,0,"Yemen"
"1703",201412080081,2014,12,8,0,8,"Yemen"
"1704",201412080082,2014,12,8,0,0,"Yemen"
"1705",201412080083,2014,12,8,0,0,"Yemen"
"1706",201412080084,2014,12,8,0,0,"Yemen"
"1707",201412090004,2014,12,9,7,4,"Yemen"
"1708",201412110013,2014,12,11,0,NA,"Yemen"
"1709",201412120007,2014,12,12,NA,NA,"Yemen"
"1710",201412140020,2014,12,14,3,0,"Yemen"
"1711",201412160009,2014,12,16,11,NA,"Yemen"
"1712",201412160010,2014,12,16,16,NA,"Yemen"
"1713",201412170005,2014,12,17,3,1,"Yemen"
"1714",201412180043,2014,12,18,5,8,"Yemen"
"1715",201412180044,2014,12,18,4,7,"Yemen"
"1716",201412190030,2014,12,19,3,5,"Yemen"
"1717",201412210023,2014,12,20,1,0,"Yemen"
"1718",201412220044,2014,12,22,0,2,"Yemen"
"1719",201412230001,2014,12,23,0,2,"Yemen"
"1720",201412230002,2014,12,23,0,0,"Yemen"
"1721",201412230003,2014,12,23,0,0,"Yemen"
"1722",201412230004,2014,12,23,1,1,"Yemen"
"1723",201412230043,2014,12,23,0,0,"Yemen"
"1724",201412270022,2014,12,27,2,4,"Yemen"
"1725",201412280001,2014,12,28,1,2,"Yemen"
"1726",201412290018,2014,12,29,1,0,"Yemen"
"1727",201412290019,2014,12,29,0,3,"Yemen"
"1728",201412290026,2014,12,29,2,3,"Yemen"
"1729",201412300018,2014,12,30,0,0,"Yemen"
"1730",201412310037,2014,12,31,50,70,"Yemen"
"1731",201412310103,2014,12,30,1,0,"Yemen"
"1732",201412310104,2014,12,30,0,0,"Yemen"
"1733",201501010071,2015,1,1,4,2,"Yemen"
"1734",201501010077,2015,1,1,0,2,"Yemen"
"1735",201501020079,2015,1,2,0,1,"Yemen"
"1736",201501030043,2015,1,3,1,2,"Yemen"
"1737",201501030089,2015,1,3,0,4,"Yemen"
"1738",201501030091,2015,1,3,1,0,"Yemen"
"1739",201501040011,2015,1,4,4,25,"Yemen"
"1740",201501040012,2015,1,4,1,0,"Yemen"
"1741",201501040044,2015,1,4,0,0,"Yemen"
"1742",201501050041,2015,1,5,11,9,"Mali"
"1743",201501050047,2015,1,5,0,6,"Yemen"
"1744",201501060006,2015,1,6,5,3,"Yemen"
"1745",201501070001,2015,1,7,12,12,"France"
"1746",201501070004,2015,1,7,38,66,"Yemen"
"1747",201501080035,2015,1,8,0,0,"Yemen"
"1748",201501100068,2015,1,10,0,0,"Pakistan"
"1749",201501110046,2015,1,11,2,0,"Yemen"
"1750",201501110047,2015,1,11,0,5,"Yemen"
"1751",201501120011,2015,1,12,1,0,"Yemen"
"1752",201501130021,2015,1,13,1,0,"Yemen"
"1753",201501180022,2015,1,18,NA,NA,"Yemen"
"1754",201501200024,2015,1,20,5,3,"Yemen"
"1755",201501260008,2015,1,26,3,2,"Yemen"
"1756",201501260009,2015,1,26,1,4,"Yemen"
"1757",201501270051,2015,1,27,1,2,"Yemen"
"1758",201501280019,2015,1,28,7,NA,"Yemen"
"1759",201501290065,2015,1,28,0,0,"Yemen"
"1760",201501300025,2015,1,30,1,0,"Yemen"
"1761",201501300030,2015,1,30,0,0,"Yemen"
"1762",201501310003,2015,1,31,0,3,"Yemen"
"1763",201502010040,2015,2,1,2,0,"Yemen"
"1764",201502010041,2015,2,1,0,0,"Yemen"
"1765",201502010042,2015,2,1,0,0,"Yemen"
"1766",201502010136,2015,2,1,5,12,"Yemen"
"1767",201502020096,2015,2,2,0,0,"Yemen"
"1768",201502030035,2015,2,3,1,0,"Yemen"
"1769",201502030049,2015,2,3,2,6,"Yemen"
"1770",201502040028,2015,2,4,6,12,"Yemen"
"1771",201502060098,2015,2,6,0,1,"Yemen"
"1772",201502070051,2015,2,7,0,3,"Yemen"
"1773",201502100102,2015,2,10,0,5,"Yemen"
"1774",201502120005,2015,2,12,8,7,"Yemen"
"1775",201502120104,2015,2,12,0,3,"Yemen"
"1776",201502130004,2015,2,13,1,0,"Yemen"
"1777",201502130005,2015,2,13,0,3,"Yemen"
"1778",201502130072,2015,2,13,0,2,"Yemen"
"1779",201502140002,2015,2,14,0,0,"Yemen"
"1780",201502160011,2015,2,16,2,0,"Yemen"
"1781",201502170001,2015,2,17,0,2,"Yemen"
"1782",201502170016,2015,2,17,2,0,"Yemen"
"1783",201502180013,2015,2,18,1,0,"Yemen"
"1784",201502200017,2015,2,20,0,5,"Yemen"
"1785",201502240026,2015,2,24,0,0,"Yemen"
"1786",201502240027,2015,2,24,1,0,"Yemen"
"1787",201502260045,2015,2,26,1,0,"Yemen"
"1788",201502270018,2015,2,26,4,0,"Yemen"
"1789",201503030042,2015,3,4,0,2,"Yemen"
"1790",201503030043,2015,3,3,3,2,"Yemen"
"1791",201503030044,2015,3,3,8,12,"Yemen"
"1792",201503030047,2015,3,3,9,0,"Yemen"
"1793",201503050020,2015,3,5,0,2,"Yemen"
"1794",201503080013,2015,3,8,3,11,"Mali"
"1795",201503080084,2015,3,8,9,2,"Yemen"
"1796",201503090033,2015,3,9,2,0,"Yemen"
"1797",201503090060,2015,3,9,4,24,"Yemen"
"1798",201503090061,2015,3,9,0,0,"Yemen"
"1799",201503100024,2015,3,10,1,0,"Yemen"
"1800",201503100079,2015,3,10,1,0,"Yemen"
"1801",201503110063,2015,3,11,0,0,"Yemen"
"1802",201503120028,2015,3,12,1,0,"Yemen"
"1803",201503150018,2015,3,15,0,0,"Yemen"
"1804",201503170065,2015,3,17,0,0,"Yemen"
"1805",201503180032,2015,3,18,1,0,"Yemen"
"1806",201503190023,2015,3,18,1,0,"Yemen"
"1807",201503210061,2015,3,21,NA,NA,"Yemen"
"1808",201503220028,2015,3,22,1,0,"Yemen"
"1809",201504010043,2015,4,1,0,0,"Yemen"
"1810",201504010044,2015,4,1,0,0,"Yemen"
"1811",201504020006,2015,4,2,7,NA,"Yemen"
"1812",201504030014,2015,4,3,5,0,"Yemen"
"1813",201504030015,2015,4,2,0,0,"Yemen"
"1814",201504030016,2015,4,2,0,0,"Yemen"
"1815",201504030017,2015,4,2,0,0,"Yemen"
"1816",201504030018,2015,4,2,0,0,"Yemen"
"1817",201504050041,2015,4,5,0,0,"Yemen"
"1818",201504060033,2015,4,6,1,0,"Yemen"
"1819",201504070052,2015,4,7,2,0,"Yemen"
"1820",201504070053,2015,4,7,0,0,"Yemen"
"1821",201504080046,2015,4,8,15,NA,"Yemen"
"1822",201504080050,2015,4,8,8,0,"Yemen"
"1823",201504090063,2015,4,9,0,0,"Yemen"
"1824",201504120092,2015,4,12,NA,NA,"Yemen"
"1825",201504130086,2015,4,13,15,10,"Yemen"
"1826",201504160075,2015,4,16,1,0,"Yemen"
"1827",201504190050,2015,4,19,1,0,"Yemen"
"1828",201504290025,2015,4,29,20,NA,"Yemen"
"1829",201504290040,2015,4,29,NA,NA,"Yemen"
"1830",201505010065,2015,5,1,1,0,"Yemen"
"1831",201505030121,2015,5,1,0,0,"Yemen"
"1832",201505100068,2015,5,10,1,0,"Yemen"
"1833",201505120033,2015,5,12,4,0,"Algeria"
"1834",201505120071,2015,5,12,1,0,"Bangladesh"
"1835",201505150047,2015,5,15,NA,NA,"Yemen"
"1836",201505250123,2015,5,25,0,0,"Mali"
"1837",201505280068,2015,5,28,0,3,"Mali"
"1838",201505300061,2015,5,30,12,8,"Yemen"
"1839",201505300078,2015,5,30,8,NA,"Yemen"
"1840",201505300091,2015,5,29,0,0,"Mali"
"1841",201506040008,2015,6,4,1,2,"Algeria"
"1842",201506100068,2015,6,10,15,NA,"Yemen"
"1843",201506110039,2015,6,11,25,NA,"Yemen"
"1844",201506170030,2015,6,17,2,0,"Yemen"
"1845",201506210023,2015,6,21,0,0,"Yemen"
"1846",201506230012,2015,6,23,NA,NA,"Yemen"
"1847",201506230013,2015,6,23,0,0,"Yemen"
"1848",201506300051,2015,6,30,0,0,"Yemen"
"1849",201507020059,2015,7,2,6,5,"Mali"
"1850",201507060043,2015,7,6,0,2,"Algeria"
"1851",201507180002,2015,7,18,10,NA,"Algeria"
"1852",201507260002,2015,7,26,0,2,"Algeria"
"1853",201507310026,2015,7,31,8,30,"Yemen"
"1854",201507310028,2015,7,31,0,8,"Yemen"
"1855",201508010020,2015,8,1,1,0,"Yemen"
"1856",201508010065,2015,8,1,2,4,"Mali"
"1857",201508030029,2015,8,3,11,1,"Mali"
"1858",201508060106,2015,8,6,0,0,"Yemen"
"1859",201508060108,2015,8,6,0,0,"Yemen"
"1860",201508070060,2015,8,7,1,0,"Bangladesh"
"1861",201508170001,2015,8,18,0,0,"Yemen"
"1862",201508200001,2015,8,20,4,10,"Yemen"
"1863",201508220029,2015,8,22,0,0,"Yemen"
"1864",201508250001,2015,8,25,0,0,"Yemen"
"1865",201508260003,2015,8,26,0,0,"Yemen"
"1866",201508260014,2015,8,25,1,0,"Yemen"
"1867",201508270004,2015,8,27,0,0,"Yemen"
"1868",201508300003,2015,8,30,1,0,"Yemen"
"1869",201508300092,2015,8,30,1,0,"Yemen"
"1870",201509010052,2015,9,1,1,0,"Yemen"
"1871",201509170042,2015,9,17,9,0,"Yemen"
"1872",201509170045,2015,9,17,0,0,"Yemen"
"1873",201509180041,2015,9,18,NA,NA,"Yemen"
"1874",201510140049,2015,10,14,0,0,"Yemen"
"1875",201510160051,2015,10,16,12,NA,"Yemen"
"1876",201510160052,2015,10,16,3,3,"Yemen"
"1877",201510220032,2015,10,22,0,0,"Yemen"
"1878",201510250030,2015,10,25,0,0,"Yemen"
"1879",201510250031,2015,10,25,0,0,"Yemen"
"1880",201510310026,2015,10,31,1,0,"Bangladesh"
"1881",201510310027,2015,10,31,0,3,"Bangladesh"
"1882",201511210002,2015,11,21,0,0,"Mali"
"1883",201511210003,2015,11,21,0,0,"Mali"
"1884",201512020052,2015,12,2,12,NA,"Yemen"
"1885",201512020053,2015,12,2,NA,NA,"Yemen"
"1886",201512050014,2015,12,5,4,0,"Yemen"
"1887",201512050015,2015,12,5,1,0,"Yemen"
"1888",201512070050,2015,12,7,0,0,"Yemen"
"1889",201512170054,2015,12,17,0,0,"Yemen"
"1890",201512290024,2015,12,29,1,0,"Yemen"
"1891",201512310010,2015,12,31,0,0,"Yemen"
"1892",201601010023,2016,1,1,3,3,"Yemen"
"1893",201601030046,2016,1,3,1,4,"Yemen"
"1894",201601040056,2016,1,4,1,0,"Yemen"
"1895",201601060017,2016,1,6,0,0,"Yemen"
"1896",201601080001,2016,1,8,NA,NA,"Mali"
"1897",201601120012,2016,1,12,0,NA,"Yemen"
"1898",201601140036,2016,1,14,1,0,"Pakistan"
"1899",201601150001,2016,1,15,13,11,"Burkina Faso"
"1900",201601150002,2016,1,15,10,11,"Burkina Faso"
"1901",201601150003,2016,1,15,NA,NA,"Burkina Faso"
"1902",201601160001,2016,1,16,11,11,"Burkina Faso"
"1903",201601170009,2016,1,17,7,12,"Yemen"
"1904",201601180035,2016,1,18,1,0,"Yemen"
"1905",201601210018,2016,1,21,4,4,"Yemen"
"1906",201601210020,2016,1,21,4,NA,"Yemen"
"1907",201601240007,2016,1,24,0,0,"Yemen"
"1908",201601250034,2016,1,26,0,0,"Yemen"
"1909",201602010024,2016,2,1,1,0,"Yemen"
"1910",201602050018,2016,2,5,0,1,"Mali"
"1911",201602050019,2016,2,5,0,0,"Mali"
"1912",201602060065,2016,2,6,0,0,"Yemen"
"1913",201602060066,2016,2,6,0,0,"Yemen"
"1914",201602070002,2016,2,7,0,0,"Pakistan"
"1915",201602110015,2016,2,11,3,0,"Yemen"
"1916",201602120077,2016,2,12,3,3,"Mali"
"1917",201602120081,2016,2,12,5,3,"Yemen"
"1918",201602140012,2016,2,14,3,0,"Yemen"
"1919",201602160022,2016,2,16,4,4,"Yemen"
"1920",201602180059,2016,2,18,0,0,"Yemen"
"1921",201602200020,2016,2,20,3,0,"Yemen"
"1922",201602220033,2016,2,22,2,0,"Yemen"
"1923",201602240008,2016,2,22,NA,NA,"Yemen"
"1924",201602240010,2016,2,24,0,0,"Yemen"
"1925",201602270058,2016,2,27,0,0,"Yemen"
"1926",201602290001,2016,2,29,NA,NA,"Yemen"
"1927",201602290002,2016,2,29,5,5,"Yemen"
"1928",201603050013,2016,3,5,2,0,"Yemen"
"1929",201603080066,2016,3,8,NA,NA,"Yemen"
"1930",201603120060,2016,3,12,17,0,"Yemen"
"1931",201603130002,2016,3,13,22,33,"Ivory Coast"
"1932",201603130025,2016,3,13,0,0,"Pakistan"
"1933",201603130026,2016,3,13,0,0,"Pakistan"
"1934",201603160023,2016,3,16,3,NA,"Niger"
"1935",201603170026,2016,3,17,3,0,"Yemen"
"1936",201603180014,2016,3,18,0,0,"Algeria"
"1937",201603210015,2016,3,21,0,0,"Yemen"
"1938",201603210017,2016,3,21,1,0,"Mali"
"1939",201604060027,2016,4,6,1,0,"Bangladesh"
"1940",201604090023,2016,4,9,19,17,"Yemen"
"1941",201604240053,2016,4,24,7,14,"Yemen"
"1942",201604250004,2016,4,25,2,2,"Bangladesh"
"1943",201604260010,2016,4,26,0,0,"Yemen"
"1944",201604260011,2016,4,26,NA,3,"Yemen"
"1945",201604260012,2016,4,26,NA,2,"Yemen"
"1946",201604280020,2016,4,28,1,2,"Yemen"
"1947",201605010008,2016,5,1,4,8,"Yemen"
"1948",201605110027,2016,5,11,9,15,"Yemen"
"1949",201605290001,2016,5,29,1,0,"Yemen"
"1950",201605310013,2016,5,31,1,12,"Mali"
"1951",201605310014,2016,5,31,1,2,"Mali"
"1952",201606020024,2016,6,2,0,0,"Yemen"
"1953",201606200001,2016,6,20,0,1,"Pakistan"
"1954",201606210017,2016,6,21,0,0,"Yemen"
"1955",201606220016,2016,6,22,1,1,"Yemen"
"1956",201606300037,2016,6,30,0,0,"Yemen"
"1957",201607010037,2016,7,1,2,1,"Mali"
"1958",201607060013,2016,7,6,16,10,"Yemen"
"1959",201607090019,2016,7,9,2,0,"Mali"
"1960",201607150025,2016,7,15,1,3,"Yemen"
"1961",201607180021,2016,7,18,4,8,"Yemen"
"1962",201607180022,2016,7,18,3,7,"Yemen"
"1963",201607210042,2016,7,21,1,0,"Yemen"
"1964",201607240014,2016,7,24,3,0,"Yemen"
"1965",201607250024,2016,7,25,0,0,"Yemen"
"1966",201607260015,2016,7,25,0,0,"Yemen"
"1967",201607290023,2016,7,29,0,20,"Yemen"
"1968",201607310062,2016,7,31,1,0,"Mali"
"1969",201608020042,2016,8,2,0,0,"Yemen"
"1970",201608020043,2016,8,2,7,10,"Yemen"
"1971",201608040048,2016,8,4,0,0,"Yemen"
"1972",201608040049,2016,8,4,0,0,"Yemen"
"1973",201608070004,2016,8,7,1,0,"Yemen"
"1974",201608070005,2016,8,7,11,18,"Yemen"
"1975",201608150030,2016,8,15,4,4,"Yemen"
"1976",201608180022,2016,8,18,4,6,"Yemen"
"1977",201608260022,2016,8,26,NA,NA,"Yemen"
"1978",201609110001,2016,9,11,7,15,"Yemen"
"1979",201609110010,2016,9,11,NA,NA,"Yemen"
"1980",201609140002,2016,9,14,1,2,"Yemen"
"1981",201609140003,2016,9,14,2,0,"Yemen"
"1982",201609180010,2016,9,18,2,0,"Yemen"
"1983",201609190002,2016,9,19,0,0,"Yemen"
"1984",201609190003,2016,9,19,0,0,"Yemen"
"1985",201609190005,2016,9,19,0,0,"Libya"
"1986",201609210001,2016,9,21,1,1,"Yemen"
"1987",201609210026,2016,9,21,0,0,"Yemen"
"1988",201609250013,2016,9,25,2,1,"Mali"
"1989",201609270002,2016,9,27,1,NA,"Yemen"
"1990",201610090036,2016,10,9,0,0,"Yemen"
"1991",201610200016,2016,10,20,5,3,"Yemen"
"1992",201610200044,2016,10,20,NA,NA,"Yemen"
"1993",201610260051,2016,10,26,1,0,"Yemen"
"1994",201610270030,2016,10,27,0,2,"Yemen"
"1995",201611030018,2016,11,3,4,NA,"Yemen"
"1996",201611080020,2016,11,8,2,NA,"Yemen"
"1997",201611080021,2016,11,8,1,0,"Yemen"
"1998",201611150001,2016,11,15,0,1,"Yemen"
"1999",201611170032,2016,11,17,0,2,"Yemen"
"2000",201611210015,2016,11,21,0,0,"Yemen"
"2001",201611220012,2016,11,22,1,0,"Yemen"
"2002",201611280014,2016,11,27,1,0,"Yemen"
"2003",201611290009,2016,11,29,4,0,"Mali"
"2004",201611290010,2016,11,29,0,0,"Mali"
"2005",201612050024,2016,12,5,0,0,"Yemen"
"2006",201612150074,2016,12,15,0,2,"Mali"
"2007",201612180048,2016,12,18,NA,NA,"Mali"
"2008",201612240007,2016,12,24,NA,NA,"Mali"
"2009",201612250022,2016,12,25,2,1,"Yemen"
"2010",201612250023,2016,12,25,3,0,"Yemen"
"2011",201701030001,2017,1,3,2,8,"Yemen"
"2012",201701040029,2017,1,4,1,2,"Pakistan"
"2013",201701060020,2017,1,6,0,1,"Pakistan"
"2014",201701060035,2017,1,6,1,1,"Pakistan"
"2015",201701120021,2017,1,11,1,5,"Yemen"
"2016",201701150047,2017,1,15,4,3,"Yemen"
"2017",201701180001,2017,1,18,82,115,"Mali"
"2018",201701290012,2017,1,28,4,0,"Yemen"
"2019",201701300024,2017,1,30,1,0,"Yemen"
"2020",201702020035,2017,2,2,6,0,"Yemen"
"2021",201702030040,2017,2,3,0,0,"Yemen"
"2022",201702030041,2017,2,2,0,0,"Yemen"
"2023",201702040032,2017,2,4,23,10,"Yemen"
"2024",201702060010,2017,2,5,1,0,"Yemen"
"2025",201702160045,2017,2,16,4,0,"Yemen"
"2026",201702230007,2017,2,23,0,0,"Yemen"
"2027",201702240007,2017,2,24,6,11,"Yemen"
"2028",201703050006,2017,3,5,6,NA,"Yemen"
"2029",201703050007,2017,3,5,5,0,"Yemen"
"2030",201703190038,2017,3,19,NA,1,"Yemen"
"2031",201703230008,2017,3,23,1,3,"Yemen"
"2032",201703240022,2017,3,24,0,0,"Yemen"
"2033",201703270002,2017,3,27,20,4,"Yemen"
"2034",201704090008,2017,4,9,0,1,"Yemen"
"2035",201704130024,2017,4,13,1,1,"Yemen"
"2036",201704290032,2017,4,29,1,8,"Yemen"
"2037",201705110006,2017,5,10,4,9,"Yemen"
"2038",201706070015,2017,6,7,2,2,"Yemen"
"2039",201706120014,2017,6,12,12,0,"Yemen"
"2040",201706280036,2017,6,28,3,0,"Yemen"
"2041",201706280037,2017,6,28,NA,NA,"Yemen"
"2042",201707130046,2017,7,13,3,5,"Yemen"
"2043",201707160013,2017,7,16,5,3,"Yemen"
"2044",201707170012,2017,7,17,9,5,"Yemen"
"2045",201707260027,2017,7,25,3,0,"Yemen"
"2046",201707290024,2017,7,29,1,0,"Yemen"
"2047",201708010004,2017,8,1,3,0,"Yemen"
"2048",201708020014,2017,8,2,6,8,"Yemen"
"2049",201708020053,2017,8,2,0,0,"Yemen"
"2050",201708070016,2017,8,7,0,NA,"Yemen"
"2051",201708080005,2017,8,8,4,5,"Yemen"
"2052",201708140016,2017,8,14,9,4,"Yemen"
"2053",201708140017,2017,8,14,1,1,"Yemen"
"2054",201708200016,2017,8,17,0,0,"Yemen"
"2055",201708230028,2017,8,23,1,2,"Yemen"
"2056",201709060011,2017,9,5,1,1,"Yemen"
"2057",201709180007,2017,9,18,3,5,"Yemen"
"2058",201709180009,2017,9,18,2,1,"Yemen"
"2059",201710020010,2017,10,2,0,1,"Yemen"
"2060",201710030018,2017,10,3,0,0,"Yemen"
"2061",201710050005,2017,10,5,1,10,"Yemen"
"2062",201710060003,2017,10,6,5,2,"Yemen"
"2063",201710230018,2017,10,23,9,10,"Yemen"
"2064",201711100014,2017,11,10,0,2,"Yemen"
"2065",201711220018,2017,11,22,1,0,"Yemen"
"2066",201711280015,2017,11,28,0,0,"Yemen"
"2067",201711300007,2017,11,30,5,1,"Yemen"
"2068",201801100011,2018,1,10,4,NA,"Yemen"
"2069",201801100012,2018,1,10,4,0,"Yemen"
"2070",201801300016,2018,1,30,13,NA,"Yemen"
"2071",201802040020,2018,2,4,5,NA,"Mali"
"2072",201802050022,2018,2,5,1,0,"Yemen"
"2073",201802140017,2018,2,14,5,2,"Algeria"
"2074",201802160012,2018,2,16,3,NA,"Yemen"
"2075",201802170012,2018,2,17,6,NA,"Yemen"
"2076",201802260007,2018,2,26,NA,NA,"Yemen"
"2077",201803020019,2018,3,2,1,0,"Yemen"
"2078",201803180005,2018,3,18,3,1,"Yemen"
"2079",201803210017,2018,3,21,3,3,"Yemen"
"2080",201803280004,2018,3,28,14,4,"Yemen"
"2081",201806140009,2018,6,14,4,7,"Yemen"
"2082",201806210012,2018,6,21,NA,NA,"Yemen"
"2083",201806250010,2018,6,25,0,9,"Yemen"
"2084",201808020033,2018,8,2,NA,NA,"Yemen"
"2085",201808050016,2018,8,4,0,6,"Yemen"
"2086",201808290010,2018,8,28,5,2,"Yemen"
"2087",201809100006,2018,9,10,0,NA,"Yemen"
"2088",201809210003,2018,9,21,2,NA,"Yemen"
"2089",201810310005,2018,10,31,4,3,"Yemen"
"2090",201811070011,2018,11,5,2,0,"Yemen"
"2091",201811180007,2018,11,18,1,7,"Yemen"
"2092",201811230018,2018,11,23,4,3,"Yemen"
"2093",201812210002,2018,12,21,0,0,"Yemen"
"2094",201812210003,2018,12,21,2,45,"Yemen"
"2095",201901050021,2019,1,5,2,NA,"Yemen"
"2096",201901080007,2019,1,8,2,12,"Yemen"
"2097",201901120019,2019,1,11,NA,NA,"Yemen"
"2098",201901270016,2019,1,27,0,2,"Yemen"
"2099",201902130010,2019,2,13,3,3,"Yemen"
"2100",201903240011,2019,3,24,0,0,"Yemen"
"2101",201903240028,2019,3,24,0,1,"Yemen"
"2102",201904020002,2019,4,2,4,NA,"Yemen"
"2103",201905030009,2019,5,3,6,4,"Yemen"
"2104",201905110021,2019,5,11,1,9,"Yemen"
"2105",201906010006,2019,6,1,1,2,"Yemen"
"2106",201906070007,2019,6,7,1,0,"Yemen"
"2107",201906110028,2019,6,11,3,4,"Yemen"
"2108",201906180005,2019,6,18,1,0,"Yemen"
"2109",201906210014,2019,6,21,3,4,"Yemen"
"2110",201906210017,2019,6,21,1,0,"Yemen"
"2111",201906250011,2019,6,25,1,0,"Yemen"
"2112",201907190001,2019,7,19,5,3,"Yemen"
"2113",201908020009,2019,8,2,19,NA,"Yemen"
"2114",201908240013,2019,8,24,NA,5,"Yemen"
"2115",201909080022,2019,9,4,0,0,"Yemen"
"2116",201909080034,2019,9,8,1,0,"Yemen"
"2117",201909300014,2019,9,30,26,3,"Mali"
"2118",201911110016,2019,11,11,0,4,"Saudi Arabia"
"2119",201911190034,2019,11,19,0,NA,"Yemen"
"2120",201911300030,2019,11,30,0,0,"Yemen"
"2121",201912060007,2019,12,6,4,8,"United States"
